0,0,146.281006,121.360001
0,0,146.137268,120.850014
0,0,145.966492,120.349449
0,0,145.768951,119.858330
0,0,145.544922,119.376678
0,0,145.294678,118.904526
0,0,145.018509,118.441902
0,0,144.716690,117.988831
0,0,144.389496,117.545334
0,0,144.037216,117.111450
0,0,143.660110,116.687202
0,0,143.258484,116.272606
0,0,142.832596,115.867699
0,0,142.382736,115.472511
0,0,141.909180,115.087059
0,0,141.412201,114.711380
0,0,140.892090,114.345497
0,0,140.349121,113.989433
0,0,139.783585,113.643211
0,0,139.195740,113.306877
0,0,138.585876,112.980438
0,0,137.954285,112.663933
0,0,137.301224,112.357376
0,0,136.626968,112.060814
0,0,135.931824,111.774254
0,0,135.216064,111.497734
0,0,134.479950,111.231277
0,0,133.723785,110.974915
0,0,132.947830,110.728661
0,0,132.152359,110.492561
0,0,131.337677,110.266632
0,0,130.504044,110.050896
0,0,129.651733,109.845390
0,0,128.781052,109.650139
0,0,127.892258,109.465164
0,0,126.985626,109.290497
0,0,126.061455,109.126160
0,0,125.120010,108.972183
0,0,124.161575,108.828598
0,0,123.186432,108.695419
0,0,122.194855,108.572693
0,0,121.187126,108.460426
0,0,120.163521,108.358658
0,0,119.124329,108.267403
0,0,118.069817,108.186707
0,0,117.000267,108.116577
0,0,115.915970,108.057060
0,0,114.817192,108.008163
0,0,113.704216,107.969925
0,0,112.577324,107.942375
0,0,111.436790,107.925529
0,0,110.282906,107.919426
0,0,109.115936,107.924080
0,0,107.936165,107.939529
0,0,106.743874,107.965797
0,0,105.539345,108.002907
0,0,104.322853,108.050888
0,0,103.094673,108.109764
0,0,101.855095,108.179573
0,0,100.604393,108.260330
0,0,99.342850,108.352066
0,0,98.070740,108.454811
0,0,96.788338,108.568588
0,0,95.495934,108.693420
0,0,94.193802,108.829346
0,0,92.882225,108.976379
0,0,91.561478,109.134560
0,0,90.231842,109.303902
0,0,88.893593,109.484444
0,0,87.547020,109.676201
0,0,86.192390,109.879211
0,0,84.829994,110.093498
0,0,83.460106,110.319084
0,0,82.083000,110.556000
0,0,80.875000,112.924004
0,0,80.373322,113.945198
0,0,79.876175,114.960823
0,0,79.382240,115.971306
0,0,78.890205,116.977081
0,0,78.398758,117.978569
0,0,77.906601,118.976204
0,0,77.412407,119.970413
0,0,76.914871,120.961624
0,0,76.412689,121.950272
0,0,75.904541,122.936783
0,0,75.389114,123.921585
0,0,74.865112,124.905106
0,0,74.331207,125.887787
0,0,73.786095,126.870041
0,0,73.228462,127.852303
0,0,72.656998,128.835007
0,0,72.100883,129.773956
0,0,71.537994,130.709717
0,0,70.966034,131.640167
0,0,70.382706,132.563217
0,0,69.785713,133.476776
0,0,69.172737,134.378738
0,0,68.541496,135.266998
0,0,67.889687,136.139465
0,0,67.215004,136.994034
0,0,66.515152,137.828613
